county,Year,Month,ndvi
El Dorado,2011,5,0.7414000000000001
Yolo,2011,5,0.44620000000000004
Yuba,2011,5,0.61405
San Benito,2011,5,0.5750000000000001
Humboldt,2011,5,0.80155
Riverside,2011,5,0.11405
Kern,2011,5,0.23500000000000001
Colusa,2011,5,0.31725000000000003
Del Norte,2011,5,0.76705
Modoc,2011,5,0.27135000000000004
Fresno,2011,5,0.32380000000000003
Madera,2011,5,0.49675
Santa Clara,2011,5,0.58165
Tehama,2011,5,0.5466
San Joaquin,2011,5,0.36765000000000003
Alameda,2011,5,0.6998500000000001
Nevada,2011,5,0.737
Butte,2011,5,0.5713
Merced,2011,5,0.22615000000000002
Tulare,2011,5,0.68745
Stanislaus,2011,5,0.6038
Orange,2011,5,0.3309
Imperial,2011,5,0.26905
Sutter,2011,5,0.11095000000000001
Amador,2011,5,0.7372500000000001
Lake,2011,5,0.7862
Plumas,2011,5,0.76895
San Mateo,2011,5,0.7845000000000001
Siskiyou,2011,5,0.46090000000000003
Santa Cruz,2011,5,0.77495
Glenn,2011,5,0.3966
San Luis Obispo,2011,5,0.56365
Sierra,2011,6,0.27855
Sacramento,2011,6,0.3654
Santa Barbara,2011,6,0.7277
Calaveras,2011,6,0.67245
Ventura,2011,6,0.60745
Los Angeles,2011,6,0.60765
Sonoma,2011,6,0.8441500000000001
Kings,2011,6,0.5446
San Diego,2011,6,0.45320000000000005
Placer,2011,6,0.8280500000000001
San Francisco,2011,6,
Marin,2011,6,0.6298
Mariposa,2011,6,0.7609
Lassen,2011,6,0.46025000000000005
Napa,2011,6,0.6625500000000001
Shasta,2011,6,0.76895
Monterey,2011,6,0.29405000000000003
Trinity,2011,6,0.7464000000000001
Mendocino,2011,6,0.8310000000000001
Inyo,2011,6,0.19375
Mono,2011,6,0.28575
Tuolumne,2011,6,0.6152000000000001
Solano,2011,6,0.2642
San Bernardino,2011,6,0.07945
Contra Costa,2011,6,0.37035
Alpine,2011,6,0.5088
El Dorado,2011,6,0.759
Yolo,2011,6,0.2846
Yuba,2011,6,0.52395
San Benito,2011,6,0.37715000000000004
Humboldt,2011,6,0.78945
Riverside,2011,6,0.10795
Kern,2011,6,0.19340000000000002
Colusa,2011,6,0.54435
Del Norte,2011,6,0.7545000000000001
Modoc,2011,6,0.26085
Fresno,2011,6,0.3593
Madera,2011,6,0.4315
Santa Clara,2011,6,0.45370000000000005
Tehama,2011,6,0.36555000000000004
San Joaquin,2011,6,0.3512
Alameda,2011,6,0.64125
Nevada,2011,6,0.7563500000000001
Butte,2011,6,0.48760000000000003
Merced,2011,6,0.42095000000000005
Tulare,2011,6,0.536
Stanislaus,2011,6,0.7089000000000001
Orange,2011,6,0.39235000000000003
Imperial,2011,6,0.32835000000000003
Sutter,2011,6,0.54835
Amador,2011,6,0.7212500000000001
Lake,2011,6,0.76985
Plumas,2011,6,0.7227
San Mateo,2011,6,0.73805
Siskiyou,2011,6,0.4066
Santa Cruz,2011,6,0.79
Glenn,2011,6,0.25275000000000003
San Luis Obispo,2011,6,0.53435
Sierra,2011,7,0.58735
Sacramento,2011,7,0.34515
Santa Barbara,2011,7,0.7137
Calaveras,2011,7,0.6653
Ventura,2011,7,0.5009
Los Angeles,2011,7,0.5744
Sonoma,2011,7,0.85985
Kings,2011,7,0.74175
San Diego,2011,7,0.4234
Placer,2011,7,0.8389000000000001
San Francisco,2011,7,
Marin,2011,7,0.53505
Mariposa,2011,7,0.7615500000000001
Lassen,2011,7,0.42910000000000004
Napa,2011,7,0.66315
Shasta,2011,7,0.748
Monterey,2011,7,0.2767
Trinity,2011,7,0.7679
Mendocino,2011,7,0.82545
Inyo,2011,7,0.17545
Mono,2011,7,0.3309
Tuolumne,2011,7,0.673
Solano,2011,7,0.18525
San Bernardino,2011,7,0.07735
Contra Costa,2011,7,0.3306
Alpine,2011,7,0.55225
El Dorado,2011,7,0.7841
Yolo,2011,7,0.2741
Yuba,2011,7,0.4665
San Benito,2011,7,0.33380000000000004
Humboldt,2011,7,0.7651
Riverside,2011,7,0.10700000000000001
Kern,2011,7,0.21455000000000002
Colusa,2011,7,0.7922
Del Norte,2011,7,0.7573000000000001
Modoc,2011,7,0.2174
Fresno,2011,7,0.3427
Madera,2011,7,0.40565
Santa Clara,2011,7,0.39665
Tehama,2011,7,0.31070000000000003
San Joaquin,2011,7,0.33680000000000004
Alameda,2011,7,0.66015
Nevada,2011,7,0.79045
Butte,2011,7,0.4033
Merced,2011,7,0.7010000000000001
Tulare,2011,7,0.4753
Stanislaus,2011,7,0.65635
Orange,2011,7,0.38685
Imperial,2011,7,0.2649
Sutter,2011,7,0.9178000000000001
Amador,2011,7,0.7028
Lake,2011,7,0.76865
Plumas,2011,7,0.7502500000000001
San Mateo,2011,7,0.7522500000000001
Siskiyou,2011,7,0.32205
Santa Cruz,2011,7,0.8018500000000001
Glenn,2011,7,0.23465
San Luis Obispo,2011,7,0.5119
Sierra,2011,8,0.6314500000000001
Sacramento,2011,8,0.3622
Santa Barbara,2011,8,0.6974
Calaveras,2011,8,0.6293000000000001
Ventura,2011,8,0.49975
Los Angeles,2011,8,0.53325
Sonoma,2011,8,0.8669
Kings,2011,8,0.6407
San Diego,2011,8,0.38985000000000003
Placer,2011,8,0.8336
San Francisco,2011,8,
Marin,2011,8,0.5155500000000001
Mariposa,2011,8,0.72955
Lassen,2011,8,0.39585000000000004
Napa,2011,8,0.66735
Shasta,2011,8,0.72775
Monterey,2011,8,0.2775
Trinity,2011,8,0.7859
Mendocino,2011,8,0.8409500000000001
Inyo,2011,8,0.1726
Mono,2011,8,0.28650000000000003
Tuolumne,2011,8,0.6649
Solano,2011,8,0.11810000000000001
San Bernardino,2011,8,0.08070000000000001
Contra Costa,2011,8,0.33385000000000004
Alpine,2011,8,0.502
El Dorado,2011,8,0.7724500000000001
Yolo,2011,8,0.22145
Yuba,2011,8,0.45605
San Benito,2011,8,0.31285
Humboldt,2011,8,0.7453500000000001
Riverside,2011,8,0.11155000000000001
Kern,2011,8,0.22495
Colusa,2011,8,0.6768500000000001
Del Norte,2011,8,0.7876000000000001
Modoc,2011,8,0.199
Fresno,2011,8,0.31415000000000004
Madera,2011,8,0.3729
Santa Clara,2011,8,0.38895
Tehama,2011,8,0.25825000000000004
San Joaquin,2011,8,0.3295
Alameda,2011,8,0.6243000000000001
Nevada,2011,8,0.811
Butte,2011,8,0.36685
Merced,2011,8,0.74805
Tulare,2011,8,0.45255
Stanislaus,2011,8,0.661
Orange,2011,8,0.38265000000000005
Imperial,2011,8,0.1768
Sutter,2011,8,0.84975
Amador,2011,8,0.6625500000000001
Lake,2011,8,0.7472500000000001
Plumas,2011,8,0.7863
San Mateo,2011,8,0.7033
Siskiyou,2011,8,0.3336
Santa Cruz,2011,8,0.82465
Glenn,2011,8,0.22080000000000002
San Luis Obispo,2011,8,0.48860000000000003
Sierra,2011,9,0.6676000000000001
Sacramento,2011,9,0.3386
Santa Barbara,2011,9,0.7128
Calaveras,2011,9,0.6602
Ventura,2011,9,0.47885
Los Angeles,2011,9,0.5504
Sonoma,2011,9,0.86375
Kings,2011,9,0.2422
San Diego,2011,9,0.3942
Placer,2011,9,0.8390000000000001
San Francisco,2011,9,
Marin,2011,9,0.5049
Mariposa,2011,9,0.7492000000000001
Lassen,2011,9,0.4092
Napa,2011,9,0.6681
Shasta,2011,9,0.7376
Monterey,2011,9,0.27015
Trinity,2011,9,0.80615
Mendocino,2011,9,0.8613000000000001
Inyo,2011,9,0.16865
Mono,2011,9,0.26880000000000004
Tuolumne,2011,9,0.67605
Solano,2011,9,0.1406
San Bernardino,2011,9,0.0383
Contra Costa,2011,9,0.35900000000000004
Alpine,2011,9,0.558
El Dorado,2011,9,0.8048000000000001
Yolo,2011,9,0.28425
Yuba,2011,9,0.43670000000000003
San Benito,2011,9,0.31135
Humboldt,2011,9,0.7502000000000001
Riverside,2011,9,0.12095
Kern,2011,9,0.23105
Colusa,2011,9,0.4053
Del Norte,2011,9,0.77795
Modoc,2011,9,0.20995
Fresno,2011,9,0.31820000000000004
Madera,2011,9,0.37945
Santa Clara,2011,9,0.38875000000000004
Tehama,2011,9,0.23520000000000002
San Joaquin,2011,9,0.342
Alameda,2011,9,0.63765
Nevada,2011,9,0.8350000000000001
Butte,2011,9,0.34835
Merced,2011,9,0.5732
Tulare,2011,9,0.4728
Stanislaus,2011,9,0.6294000000000001
Orange,2011,9,0.4283
Imperial,2011,9,0.13255
Sutter,2011,9,0.6567000000000001
Amador,2011,9,0.6867000000000001
Lake,2011,9,0.7528
Plumas,2011,9,0.8298000000000001
San Mateo,2011,9,0.644
Siskiyou,2011,9,0.29145
Santa Cruz,2011,9,0.79425
Glenn,2011,9,0.2152
San Luis Obispo,2011,9,0.5135500000000001
Sierra,2011,10,0.6131
Sacramento,2011,10,0.4309
Santa Barbara,2011,10,0.6748000000000001
Calaveras,2011,10,0.6696000000000001
Ventura,2011,10,0.46840000000000004
Los Angeles,2011,10,0.5749000000000001
Sonoma,2011,10,0.885
Kings,2011,10,0.13670000000000002
San Diego,2011,10,0.4138
Placer,2011,10,0.8340000000000001
San Francisco,2011,10,
Marin,2011,10,0.6251
Mariposa,2011,10,0.7523000000000001
Lassen,2011,10,0.3559
Napa,2011,10,0.7238
Shasta,2011,10,0.7409
Monterey,2011,10,0.27090000000000003
Trinity,2011,10,0.8089000000000001
Mendocino,2011,10,0.8924000000000001
Inyo,2011,10,0.1761
Mono,2011,10,0.22490000000000002
Tuolumne,2011,10,0.6669
Solano,2011,10,0.135
San Bernardino,2011,10,0.0845
Contra Costa,2011,10,0.341
Alpine,2011,10,0.5256000000000001
El Dorado,2011,10,0.7824
Yolo,2011,10,0.2217
Yuba,2011,10,0.5908
San Benito,2011,10,0.3356
Humboldt,2011,10,0.7227
Riverside,2011,10,0.1217
Kern,2011,10,0.273
Colusa,2011,10,0.29150000000000004
Del Norte,2011,10,0.7937000000000001
Modoc,2011,10,0.2147
Fresno,2011,10,0.40490000000000004
Madera,2011,10,0.4857
Santa Clara,2011,10,0.45080000000000003
Tehama,2011,10,0.3815
San Joaquin,2011,10,0.36160000000000003
Alameda,2011,10,0.6684
Nevada,2011,10,0.8352
Butte,2011,10,0.5263
Merced,2011,10,0.36300000000000004
Tulare,2011,10,0.5384
Stanislaus,2011,10,0.6538
Orange,2011,10,0.3497
Imperial,2011,10,0.1665
Sutter,2011,10,0.5282
Amador,2011,10,0.7802
Lake,2011,10,0.776
Plumas,2011,10,0.8092
San Mateo,2011,10,0.6484
Siskiyou,2011,10,0.30360000000000004
Santa Cruz,2011,10,0.8313
Glenn,2011,10,0.33280000000000004
San Luis Obispo,2011,10,0.5547000000000001
Sierra,2011,11,0.5944
Sacramento,2011,11,0.45320000000000005
Santa Barbara,2011,11,0.7010000000000001
Calaveras,2011,11,0.6501
Ventura,2011,11,0.51585
Los Angeles,2011,11,0.5249
Sonoma,2011,11,0.8715
Kings,2011,11,0.15560000000000002
San Diego,2011,11,0.43805
Placer,2011,11,0.7896500000000001
San Francisco,2011,11,
Marin,2011,11,0.68145
Mariposa,2011,11,0.69945
Lassen,2011,11,0.41295000000000004
Napa,2011,11,0.67195
Shasta,2011,11,0.71965
Monterey,2011,11,0.2806
Trinity,2011,11,0.81925
Mendocino,2011,11,0.8913000000000001
Inyo,2011,11,0.18135
Mono,2011,11,0.22920000000000001
Tuolumne,2011,11,0.6885
Solano,2011,11,0.17830000000000001
San Bernardino,2011,11,0.0944
Contra Costa,2011,11,0.37935
Alpine,2011,11,0.60435
El Dorado,2011,11,0.7963
Yolo,2011,11,0.2782
Yuba,2011,11,0.5941500000000001
San Benito,2011,11,0.35385
Humboldt,2011,11,0.7616
Riverside,2011,11,0.12225000000000001
Kern,2011,11,0.29245
Colusa,2011,11,0.2165
Del Norte,2011,11,0.79645
Modoc,2011,11,0.23175
Fresno,2011,11,0.40605
Madera,2011,11,0.47700000000000004
Santa Clara,2011,11,0.38465
Tehama,2011,11,0.4274
San Joaquin,2011,11,0.33365
Alameda,2011,11,0.63225
Nevada,2011,11,0.83835
Butte,2011,11,0.5525
Merced,2011,11,0.27815
Tulare,2011,11,0.5822
Stanislaus,2011,11,0.52095
Orange,2011,11,0.4001
Imperial,2011,11,0.44580000000000003
Sutter,2011,11,0.14535
Amador,2011,11,0.7216
Lake,2011,11,0.759
Plumas,2011,11,0.80405
San Mateo,2011,11,0.5994
Siskiyou,2011,11,0.2733
Santa Cruz,2011,11,0.8367
Glenn,2011,11,0.34095000000000003
San Luis Obispo,2011,11,0.5673
Sierra,2011,12,0.6455000000000001
Sacramento,2011,12,0.41045000000000004
Santa Barbara,2011,12,0.7027
Calaveras,2011,12,0.66145
Ventura,2011,12,0.5042
Los Angeles,2011,12,0.5779000000000001
Sonoma,2011,12,0.87175
Kings,2011,12,0.12635000000000002
San Diego,2011,12,0.4743
Placer,2011,12,0.7851
San Francisco,2011,12,
Marin,2011,12,0.66785
Mariposa,2011,12,0.7452500000000001
Lassen,2011,12,0.39890000000000003
Napa,2011,12,0.6451
Shasta,2011,12,0.7053
Monterey,2011,12,0.33835000000000004
Trinity,2011,12,0.8188500000000001
Mendocino,2011,12,0.88575
Inyo,2011,12,0.16620000000000001
Mono,2011,12,0.23845000000000002
Tuolumne,2011,12,0.7017
Solano,2011,12,0.19385000000000002
San Bernardino,2011,12,0.0881
Contra Costa,2011,12,0.403
Alpine,2011,12,0.60375
El Dorado,2011,12,0.7844500000000001
Yolo,2011,12,0.48875
Yuba,2011,12,0.54435
San Benito,2011,12,0.3402
Humboldt,2011,12,0.7275
Riverside,2011,12,0.1135
Kern,2011,12,0.2495
Colusa,2011,12,0.23175
Del Norte,2011,12,0.7932
Modoc,2011,12,0.22315000000000002
Fresno,2011,12,0.3982
Madera,2011,12,0.45445
Santa Clara,2011,12,0.41290000000000004
Tehama,2011,12,0.44565000000000005
San Joaquin,2011,12,0.3023
Alameda,2011,12,0.6638000000000001
Nevada,2011,12,0.79705
Butte,2011,12,0.54865
Merced,2011,12,0.2654
Tulare,2011,12,0.5479
Stanislaus,2011,12,0.5238
Orange,2011,12,0.36785
Imperial,2011,12,0.55505
Sutter,2011,12,-0.06655
Amador,2011,12,0.7114
Lake,2011,12,0.73355
Plumas,2011,12,0.8307
San Mateo,2011,12,0.59495
Siskiyou,2011,12,0.2341
Santa Cruz,2011,12,0.8379000000000001
Glenn,2011,12,0.41255000000000003
San Luis Obispo,2011,12,0.5791000000000001
Sierra,2012,1,0.41065
Sacramento,2012,1,0.43165000000000003
Santa Barbara,2012,1,0.71785
Calaveras,2012,1,0.6183500000000001
Ventura,2012,1,0.47355
Los Angeles,2012,1,0.5641
Sonoma,2012,1,0.8278000000000001
Kings,2012,1,0.12465000000000001
San Diego,2012,1,0.51585
Placer,2012,1,0.81105
San Francisco,2012,1,
Marin,2012,1,0.68835
Mariposa,2012,1,0.6679
Lassen,2012,1,0.384
Napa,2012,1,0.67635
Shasta,2012,1,0.6894
Monterey,2012,1,0.3171
Trinity,2012,1,0.8051
Mendocino,2012,1,0.8578
Inyo,2012,1,0.16195
Mono,2012,1,0.1327
Tuolumne,2012,1,0.45635000000000003
Solano,2012,1,0.18615
San Bernardino,2012,1,0.0813
Contra Costa,2012,1,0.40115
Alpine,2012,1,0.3703
El Dorado,2012,1,0.7814
Yolo,2012,1,0.48000000000000004
Yuba,2012,1,0.45915
San Benito,2012,1,0.34055
Humboldt,2012,1,0.7751
Riverside,2012,1,0.1085
Kern,2012,1,0.22595
Colusa,2012,1,0.24355000000000002
Del Norte,2012,1,0.80445
Modoc,2012,1,0.2403
Fresno,2012,1,0.3245
Madera,2012,1,0.3965
Santa Clara,2012,1,0.38585
Tehama,2012,1,0.46195
San Joaquin,2012,1,0.2518
Alameda,2012,1,0.62665
Nevada,2012,1,0.7768
Butte,2012,1,0.439
Merced,2012,1,0.24515
Tulare,2012,1,0.5102
Stanislaus,2012,1,0.37220000000000003
Orange,2012,1,0.3778
Imperial,2012,1,0.6514500000000001
Sutter,2012,1,-0.13925
Amador,2012,1,0.63805
Lake,2012,1,0.73345
Plumas,2012,1,0.8083
San Mateo,2012,1,0.56155
Siskiyou,2012,1,0.2404
Santa Cruz,2012,1,0.7796000000000001
Glenn,2012,1,0.4521
San Luis Obispo,2012,1,0.5457000000000001
Sierra,2012,2,0.24675000000000002
Sacramento,2012,2,0.48710000000000003
Santa Barbara,2012,2,0.7212500000000001
Calaveras,2012,2,0.6619
Ventura,2012,2,0.46035000000000004
Los Angeles,2012,2,0.55015
Sonoma,2012,2,0.869
Kings,2012,2,0.1368
San Diego,2012,2,0.5026
Placer,2012,2,0.771
San Francisco,2012,2,
Marin,2012,2,0.7391500000000001
Mariposa,2012,2,0.7123
Lassen,2012,2,0.36135
Napa,2012,2,0.6668000000000001
Shasta,2012,2,0.6622
Monterey,2012,2,0.3929
Trinity,2012,2,0.8007500000000001
Mendocino,2012,2,0.8781500000000001
Inyo,2012,2,0.1625
Mono,2012,2,0.0166
Tuolumne,2012,2,0.5894
Solano,2012,2,0.18545
San Bernardino,2012,2,0.0826
Contra Costa,2012,2,0.41935
Alpine,2012,2,0.23285
El Dorado,2012,2,0.7527
Yolo,2012,2,0.54605
Yuba,2012,2,0.5718500000000001
San Benito,2012,2,0.4292
Humboldt,2012,2,0.7300500000000001
Riverside,2012,2,0.10690000000000001
Kern,2012,2,0.3039
Colusa,2012,2,0.26280000000000003
Del Norte,2012,2,0.78495
Modoc,2012,2,0.23395000000000002
Fresno,2012,2,0.44365000000000004
Madera,2012,2,0.48455000000000004
Santa Clara,2012,2,0.47865
Tehama,2012,2,0.5405
San Joaquin,2012,2,0.3023
Alameda,2012,2,0.6802
Nevada,2012,2,0.80245
Butte,2012,2,0.5296500000000001
Merced,2012,2,0.32215
Tulare,2012,2,0.5595
Stanislaus,2012,2,0.49285
Orange,2012,2,0.3405
Imperial,2012,2,0.7414000000000001
Sutter,2012,2,0.1212
Amador,2012,2,0.7149500000000001
Lake,2012,2,0.7382500000000001
Plumas,2012,2,0.8415
San Mateo,2012,2,0.6004
Siskiyou,2012,2,0.24585
Santa Cruz,2012,2,0.8039000000000001
Glenn,2012,2,0.5728500000000001
San Luis Obispo,2012,2,0.5619000000000001
Sierra,2012,3,0.2096
Sacramento,2012,3,0.55245
Santa Barbara,2012,3,0.6801
Calaveras,2012,3,0.6735
Ventura,2012,3,0.49645
Los Angeles,2012,3,0.58475
Sonoma,2012,3,0.869
Kings,2012,3,0.22660000000000002
San Diego,2012,3,0.51075
Placer,2012,3,0.772
San Francisco,2012,3,
Marin,2012,3,0.71835
Mariposa,2012,3,0.68135
Lassen,2012,3,0.09630000000000001
Napa,2012,3,0.66915
Shasta,2012,3,0.6909500000000001
Monterey,2012,3,0.4068
Trinity,2012,3,0.5856
Mendocino,2012,3,0.807
Inyo,2012,3,0.14815
Mono,2012,3,0.0844
Tuolumne,2012,3,0.40900000000000003
Solano,2012,3,0.38825000000000004
San Bernardino,2012,3,0.08395000000000001
Contra Costa,2012,3,0.43610000000000004
Alpine,2012,3,0.1743
El Dorado,2012,3,0.75915
Yolo,2012,3,0.7144
Yuba,2012,3,0.67015
San Benito,2012,3,0.5506
Humboldt,2012,3,0.7361500000000001
Riverside,2012,3,0.1187
Kern,2012,3,0.32530000000000003
Colusa,2012,3,0.30210000000000004
Del Norte,2012,3,0.52585
Modoc,2012,3,0.15245
Fresno,2012,3,0.44115000000000004
Madera,2012,3,0.5736
Santa Clara,2012,3,0.5521
Tehama,2012,3,0.6022000000000001
San Joaquin,2012,3,0.37885
Alameda,2012,3,0.6883
Nevada,2012,3,0.7004
Butte,2012,3,0.6029
Merced,2012,3,0.5658000000000001
Tulare,2012,3,0.59175
Stanislaus,2012,3,0.5568500000000001
Orange,2012,3,0.3643
Imperial,2012,3,0.73605
Sutter,2012,3,0.268
Amador,2012,3,0.6636500000000001
Lake,2012,3,0.7389
Plumas,2012,3,0.6956
San Mateo,2012,3,0.669
Siskiyou,2012,3,0.29660000000000003
Santa Cruz,2012,3,0.7753
Glenn,2012,3,0.6392
San Luis Obispo,2012,3,0.5363
Sierra,2012,4,0.12545
Sacramento,2012,4,0.53635
Santa Barbara,2012,4,0.7134
Calaveras,2012,4,0.6558
Ventura,2012,4,0.57275
Los Angeles,2012,4,0.62375
Sonoma,2012,4,0.8360000000000001
Kings,2012,4,0.7555000000000001
San Diego,2012,4,0.5064000000000001
Placer,2012,4,0.7745000000000001
San Francisco,2012,4,
Marin,2012,4,0.7151000000000001
Mariposa,2012,4,0.6796500000000001
Lassen,2012,4,0.40345000000000003
Napa,2012,4,0.67315
Shasta,2012,4,0.6972
Monterey,2012,4,0.51935
Trinity,2012,4,0.7635000000000001
Mendocino,2012,4,0.82825
Inyo,2012,4,0.1627
Mono,2012,4,0.1882
Tuolumne,2012,4,0.601
Solano,2012,4,0.35835
San Bernardino,2012,4,0.09050000000000001
Contra Costa,2012,4,0.51095
Alpine,2012,4,0.31505
El Dorado,2012,4,0.7100000000000001
Yolo,2012,4,0.6111
Yuba,2012,4,0.7185
San Benito,2012,4,0.602
Humboldt,2012,4,0.7529
Riverside,2012,4,0.13105
Kern,2012,4,0.35875
Colusa,2012,4,0.449
Del Norte,2012,4,0.7384000000000001
Modoc,2012,4,0.24255000000000002
Fresno,2012,4,0.45285000000000003
Madera,2012,4,0.6225
Santa Clara,2012,4,0.6438
Tehama,2012,4,0.5905
San Joaquin,2012,4,0.4806
Alameda,2012,4,0.6806
Nevada,2012,4,0.75055
Butte,2012,4,0.63665
Merced,2012,4,0.5017
Tulare,2012,4,0.6622
Stanislaus,2012,4,0.658
Orange,2012,4,0.38575000000000004
Imperial,2012,4,0.63265
Sutter,2012,4,0.29995
Amador,2012,4,0.6723
Lake,2012,4,0.6815
Plumas,2012,4,0.6998000000000001
San Mateo,2012,4,0.67455
Siskiyou,2012,4,0.445
Santa Cruz,2012,4,0.7582
Glenn,2012,4,0.59165
San Luis Obispo,2012,4,0.54335
Sierra,2012,5,0.5284
Sacramento,2012,5,0.44320000000000004
Santa Barbara,2012,5,0.6869500000000001
Calaveras,2012,5,0.6786500000000001
Ventura,2012,5,0.6073500000000001
Los Angeles,2012,5,0.6084
Sonoma,2012,5,0.86155
Kings,2012,5,0.67135
San Diego,2012,5,0.44745
Placer,2012,5,0.8268000000000001
San Francisco,2012,5,
Marin,2012,5,0.70525
Mariposa,2012,5,0.7364
Lassen,2012,5,0.4016
Napa,2012,5,0.6708500000000001
Shasta,2012,5,0.78075
Monterey,2012,5,0.33135000000000003
Trinity,2012,5,0.74755
Mendocino,2012,5,0.8141
Inyo,2012,5,0.17685
Mono,2012,5,0.25815
Tuolumne,2012,5,0.64585
Solano,2012,5,0.21455000000000002
San Bernardino,2012,5,0.07845
Contra Costa,2012,5,0.39955
Alpine,2012,5,0.47525
El Dorado,2012,5,0.7687
Yolo,2012,5,0.48705000000000004
Yuba,2012,5,0.61605
San Benito,2012,5,0.4773
Humboldt,2012,5,0.767
Riverside,2012,5,0.11345000000000001
Kern,2012,5,0.25555
Colusa,2012,5,0.38470000000000004
Del Norte,2012,5,0.76595
Modoc,2012,5,0.26285000000000003
Fresno,2012,5,0.3275
Madera,2012,5,0.5197
Santa Clara,2012,5,0.5216000000000001
Tehama,2012,5,0.4052
San Joaquin,2012,5,0.35285
Alameda,2012,5,0.68145
Nevada,2012,5,0.78385
Butte,2012,5,0.50165
Merced,2012,5,0.5104500000000001
Tulare,2012,5,0.62205
Stanislaus,2012,5,0.58825
Orange,2012,5,0.4233
Imperial,2012,5,0.45980000000000004
Sutter,2012,5,0.1333
Amador,2012,5,0.7085
Lake,2012,5,0.7857500000000001
Plumas,2012,5,0.7785000000000001
San Mateo,2012,5,0.7941
Siskiyou,2012,5,0.3467
Santa Cruz,2012,5,0.7685500000000001
Glenn,2012,5,0.33105
San Luis Obispo,2012,5,0.54035
Sierra,2012,6,0.5517500000000001
Sacramento,2012,6,0.32335
Santa Barbara,2012,6,0.6791
Calaveras,2012,6,0.61905
Ventura,2012,6,0.4874
Los Angeles,2012,6,0.558
Sonoma,2012,6,0.8590500000000001
Kings,2012,6,0.35935
San Diego,2012,6,0.3796
Placer,2012,6,0.8292
San Francisco,2012,6,
Marin,2012,6,0.48995
Mariposa,2012,6,0.7170000000000001
Lassen,2012,6,0.42310000000000003
Napa,2012,6,0.64225
Shasta,2012,6,0.7786500000000001
Monterey,2012,6,0.2509
Trinity,2012,6,0.7616
Mendocino,2012,6,0.8243
Inyo,2012,6,0.1468
Mono,2012,6,0.2614
Tuolumne,2012,6,0.6263500000000001
Solano,2012,6,0.1621
San Bernardino,2012,6,0.08055000000000001
Contra Costa,2012,6,0.3023
Alpine,2012,6,0.47705000000000003
El Dorado,2012,6,0.75695
Yolo,2012,6,0.47495000000000004
Yuba,2012,6,0.48245000000000005
San Benito,2012,6,0.34505
Humboldt,2012,6,0.8125
Riverside,2012,6,0.09865
Kern,2012,6,0.2003
Colusa,2012,6,0.7154
Del Norte,2012,6,0.78215
Modoc,2012,6,0.24365
Fresno,2012,6,0.29825
Madera,2012,6,0.42205000000000004
Santa Clara,2012,6,0.3794
Tehama,2012,6,0.26935000000000003
San Joaquin,2012,6,0.3181
Alameda,2012,6,0.61175
Nevada,2012,6,0.7979
Butte,2012,6,0.3603
Merced,2012,6,0.39115
Tulare,2012,6,0.4808
Stanislaus,2012,6,0.6189
Orange,2012,6,0.35215
Imperial,2012,6,0.36855000000000004
Sutter,2012,6,0.5619500000000001
Amador,2012,6,0.6547000000000001
Lake,2012,6,0.79115
Plumas,2012,6,0.7442000000000001
San Mateo,2012,6,0.72065
Siskiyou,2012,6,0.3835
Santa Cruz,2012,6,0.78645
Glenn,2012,6,0.2338
San Luis Obispo,2012,6,0.4524
Sierra,2012,7,0.5964
Sacramento,2012,7,0.32080000000000003
Santa Barbara,2012,7,0.6283000000000001
Calaveras,2012,7,0.6028
Ventura,2012,7,0.44065000000000004
Los Angeles,2012,7,0.47390000000000004
Sonoma,2012,7,0.86865
Kings,2012,7,0.26095
San Diego,2012,7,0.38170000000000004
Placer,2012,7,0.82755
San Francisco,2012,7,
Marin,2012,7,0.50895
Mariposa,2012,7,0.72485
Lassen,2012,7,0.3874
Napa,2012,7,0.601
Shasta,2012,7,0.7696000000000001
Monterey,2012,7,0.25285
Trinity,2012,7,0.7925000000000001
Mendocino,2012,7,0.8288000000000001
Inyo,2012,7,0.1428
Mono,2012,7,0.21275000000000002
Tuolumne,2012,7,0.6089
Solano,2012,7,0.17375000000000002
San Bernardino,2012,7,0.0823
Contra Costa,2012,7,0.30985
Alpine,2012,7,0.4738
El Dorado,2012,7,0.7687
Yolo,2012,7,0.36125
Yuba,2012,7,0.44980000000000003
San Benito,2012,7,0.29200000000000004
Humboldt,2012,7,0.774
Riverside,2012,7,0.10975
Kern,2012,7,0.19290000000000002
Colusa,2012,7,0.7574000000000001
Del Norte,2012,7,0.7668
Modoc,2012,7,0.2041
Fresno,2012,7,0.29760000000000003
Madera,2012,7,0.37915000000000004
Santa Clara,2012,7,0.35125
Tehama,2012,7,0.29275
San Joaquin,2012,7,0.31
Alameda,2012,7,0.5933
Nevada,2012,7,0.8209500000000001
Butte,2012,7,0.32405
Merced,2012,7,0.5640000000000001
Tulare,2012,7,0.4212
Stanislaus,2012,7,0.5658000000000001
Orange,2012,7,0.37445
Imperial,2012,7,0.39755
Sutter,2012,7,0.85795
Amador,2012,7,0.68415
Lake,2012,7,0.7684500000000001
Plumas,2012,7,0.79995
San Mateo,2012,7,0.72535
Siskiyou,2012,7,0.2886
Santa Cruz,2012,7,0.7806000000000001
Glenn,2012,7,0.22055000000000002
San Luis Obispo,2012,7,0.44305
Sierra,2012,8,0.65075
