"date","county","maxtempF","mintempF","avgtempF","totalSnow_cm","humid","wind","precip","sunHour","lat","long"
"2016-06","Shasta County","85.63333333333334","53.86666666666667","76.46666666666667","0.0","45.1","4.3","0.05999999999999999","14.226666666666668","40.76","-122.03999999999998"
"2016-07","Sacramento County","93.6774193548387","60.935483870967744","83.09677419354838","0.0","44.516129032258064","5.193548387096774","0.0","13.26129032258065","38.45000000000002","-121.34000000000006"
"2016-07","Santa Barbara County","80.93548387096774","59.12903225806452","74.6774193548387","0.0","57.38709677419355","5.548387096774194","0.0064516129032258064","12.758064516129036","34.539999999999985","-120.03999999999998"
"2016-07","Shasta County","91.90322580645162","58.83870967741935","83.03225806451613","0.0","39.516129032258064","4.580645161290323","0.0","13.416129032258068","40.76","-122.03999999999998"
"2016-08","Sacramento County","92.74193548387096","61.16129032258065","80.80645161290323","0.0","51.064516129032256","4.806451612903226","0.0032258064516129032","11.600000000000003","38.45000000000002","-121.34000000000006"
"2016-08","Santa Barbara County","83.74193548387096","58.12903225806452","75.70967741935483","0.0","55.483870967741936","6.0","0.0","11.600000000000003","34.539999999999985","-120.03999999999998"
"2016-08","Shasta County","94.64516129032258","58.096774193548384","83.45161290322581","0.0","35.483870967741936","3.903225806451613","0.0","11.600000000000003","40.76","-122.03999999999998"
"2016-09","Sacramento County","90.23333333333332","60.53333333333333","78.8","0.0","45.2","4.4","0.0","11.55","38.45000000000002","-121.34000000000006"
"2016-09","Santa Barbara County","82.16666666666667","56.6","73.53333333333333","0.0","50.86666666666667","5.966666666666667","0.0","11.6","34.539999999999985","-120.03999999999998"
"2016-09","Shasta County","86.16666666666667","52.63333333333333","73.66666666666667","0.0","36.2","4.633333333333334","0.0","11.543333333333331","40.76","-122.03999999999998"
"2016-10","Sacramento County","74.87096774193549","55.58064516129032","67.16129032258064","0.0","62.483870967741936","4.483870967741935","0.1806451612903226","9.9258064516129","38.45000000000002","-121.34000000000006"
"2016-10","Santa Barbara County","76.3225806451613","54.16129032258065","67.70967741935483","0.0","56.483870967741936","6.225806451612903","0.025806451612903226","10.5258064516129","34.539999999999985","-120.03999999999998"
"2016-10","Shasta County","64.7741935483871","43.61290322580645","56.74193548387097","0.0","71.61290322580645","4.612903225806452","0.6129032258064516","9.341935483870968","40.76","-122.03999999999998"
"2016-11","Sacramento County","65.73333333333333","48.73333333333333","58.73333333333333","0.0","71.7","3.7","0.12000000000000001","8.46333333333333","38.45000000000002","-121.34000000000006"
"2016-11","Santa Barbara County","72.3","50.73333333333333","62.86666666666667","0.0","52.13333333333333","5.966666666666667","0.06333333333333334","8.859999999999994","34.539999999999985","-120.03999999999998"
"2016-11","Shasta County","56.333333333333336","36.36666666666667","47.43333333333333","0.0","80.1","2.6333333333333333","0.26","7.419999999999999","40.76","-122.03999999999998"
"2016-12","Sacramento County","54.096774193548384","40.38709677419355","48.354838709677416","0.0","77.19354838709677","4.870967741935484","0.16774193548387098","7.361290322580642","38.45000000000002","-121.34000000000006"
"2016-12","Santa Barbara County","62.96774193548387","45.64516129032258","55.32258064516129","0.0","58.74193548387097","5.709677419354839","0.10967741935483871","7.961290322580643","34.539999999999985","-120.03999999999998"
"2016-12","Shasta County","48.32258064516129","29.483870967741936","40.096774193548384","0.2709677419354839","76.09677419354838","4.258064516129032","0.3774193548387097","7.393548387096772","40.76","-122.03999999999998"
"2017-01","Sacramento County","52.87096774193548","40.483870967741936","47.54838709677419","0.0","84.3225806451613","7.645161290322581","0.4709677419354839","7.590322580645162","38.45000000000002","-121.34000000000006"
"2017-01","Santa Barbara County","58.32258064516129","43.03225806451613","52.096774193548384","0.0","73.12903225806451","6.354838709677419","0.4064516129032258","9.022580645161288","34.539999999999985","-120.03999999999998"
"2017-01","Shasta County","45.64516129032258","29.870967741935484","39.483870967741936","0.6225806451612902","83.45161290322581","5.161290322580645","0.5967741935483871","7.6322580645161295","40.76","-122.03999999999998"
"2017-02","Sacramento County","57.57142857142857","44.75","52.535714285714285","0.0","84.10714285714286","7.107142857142857","0.4857142857142857","8.424999999999999","38.45000000000002","-121.34000000000005"
"2017-02","Santa Barbara County","59.892857142857146","45.46428571428572","54.035714285714285","0.0","77.89285714285714","7.25","0.42857142857142855","9.07142857142857","34.539999999999985","-120.03999999999998"
"2017-02","Shasta County","49.785714285714285","34.285714285714285","43.92857142857143","0.2035714285714285","85.53571428571429","5.75","0.7357142857142858","8.560714285714285","40.76","-122.03999999999998"
"2017-03","Sacramento County","65.0","46.41935483870968","57.61290322580645","0.0","78.19354838709677","5.0","0.15161290322580645","10.41935483870968","38.45000000000002","-121.34000000000006"
"2017-03","Santa Barbara County","69.96774193548387","48.193548387096776","61.903225806451616","0.0","59.45161290322581","7.064516129032258","0.01935483870967742","11.0741935483871","34.539999999999985","-120.03999999999998"
"2017-03","Shasta County","57.83870967741935","36.67741935483871","49.70967741935484","0.1838709677419354","81.19354838709677","3.935483870967742","0.3548387096774194","9.83225806451613","40.76","-122.03999999999998"
"2017-04","Sacramento County","67.0","48.333333333333336","60.46666666666667","0.0","72.63333333333334","5.3","0.12000000000000001","10.38","38.45000000000002","-121.34000000000006"
"2017-04","Santa Barbara County","71.86666666666666","49.06666666666667","64.33333333333333","0.0","55.6","7.9","0.04666666666666666","11.130000000000004","34.539999999999985","-120.03999999999998"
"2017-04","Shasta County","60.0","37.0","52.4","0.0","75.03333333333333","4.5","0.35","10.263333333333334","40.76","-122.03999999999998"
"2017-05","Sacramento County","80.3225806451613","53.83870967741935","71.38709677419355","0.0","59.29032258064516","5.354838709677419","0.009677419354838712","13.583870967741934","38.45000000000002","-121.34000000000006"
"2017-05","Santa Barbara County","74.19354838709677","50.80645161290322","67.2258064516129","0.0","59.12903225806452","7.354838709677419","0.00967741935483871","13.267741935483867","34.539999999999985","-120.03999999999998"
"2017-05","Shasta County","76.6774193548387","46.45161290322581","68.3225806451613","0.0","55.32258064516129","4.483870967741935","0.035483870967741936","13.748387096774191","40.76","-122.03999999999998"
"2017-06","Sacramento County","90.7","60.833333333333336","80.8","0.0","50.56666666666667","5.466666666666667","0.006666666666666667","14.156666666666668","38.45000000000002","-121.34000000000006"
"2017-06","Santa Barbara County","82.93333333333334","56.8","75.86666666666666","0.0","52.3","7.133333333333334","0.0","14.463333333333331","34.539999999999985","-120.03999999999998"
"2017-06","Shasta County","86.43333333333334","54.1","78.2","0.0","48.5","4.666666666666667","0.056666666666666664","14.363333333333332","40.76","-122.03999999999998"
"2017-07","Sacramento County","100.12903225806453","67.03225806451613","89.06451612903226","0.0","37.16129032258065","4.870967741935484","0.0","13.741935483870972","38.45000000000002","-121.34000000000006"
"2017-07","Santa Barbara County","85.80645161290323","60.903225806451616","78.93548387096774","0.0","53.0","4.774193548387097","0.009677419354838712","13.164516129032268","34.539999999999985","-120.03999999999998"
"2017-07","Shasta County","97.4516129032258","60.0","88.09677419354838","0.0","32.45161290322581","3.967741935483871","0.0","14.112903225806456","40.76","-122.03999999999998"
"2017-08","Sacramento County","98.19354838709675","69.6774193548387","87.0","0.0","43.45161290322581","4.612903225806452","0.009677419354838712","11.600000000000003","38.45000000000002","-121.34000000000006"
"2017-08","Santa Barbara County","85.58064516129032","63.83870967741935","77.83870967741936","0.0","57.58064516129032","4.903225806451613","0.01935483870967742","11.600000000000003","34.539999999999985","-120.03999999999998"
"2017-08","Shasta County","99.70967741935485","65.70967741935483","88.93548387096774","0.0","30.580645161290324","3.7419354838709675","0.0064516129032258064","11.600000000000003","40.76","-122.03999999999998"
"2017-09","Sacramento County","91.36666666666666","68.23333333333333","82.16666666666667","0.0","41.233333333333334","4.033333333333333","0.006666666666666667","11.460000000000004","38.45000000000002","-121.34000000000006"
"2017-09","Santa Barbara County","81.5","61.03333333333333","73.36666666666666","0.0","55.833333333333336","5.533333333333333","0.03666666666666666","11.513333333333335","34.539999999999985","-120.03999999999998"
"2017-09","Shasta County","86.7","56.46666666666667","75.83333333333333","0.0","38.333333333333336","4.2","0.010000000000000002","11.546666666666669","40.76","-122.03999999999998"
"2017-10","Sacramento County","82.6774193548387","60.483870967741936","73.83870967741936","0.0","33.935483870967744","4.290322580645161","0.00967741935483871","11.019354838709676","38.45000000000002","-121.34000000000006"
"2017-10","Santa Barbara County","81.03225806451613","58.935483870967744","72.29032258064517","0.0","38.45161290322581","4.903225806451613","0.0","11.12903225806451","34.539999999999985","-120.03999999999998"
"2017-10","Shasta County","76.54838709677419","46.80645161290322","64.38709677419355","0.0","37.064516129032256","4.67741935483871","0.02258064516129032","10.770967741935484","40.76","-122.03999999999998"
"2017-11","Sacramento County","65.43333333333334","52.5","60.1","0.0","67.7","3.3","0.16333333333333336","8.126666666666663","38.45000000000002","-121.34000000000006"
"2017-11","Santa Barbara County","72.13333333333334","53.96666666666667","64.06666666666666","0.0","56.96666666666667","4.466666666666667","0.0033333333333333335","8.709999999999996","34.539999999999985","-120.03999999999998"
"2017-11","Shasta County","56.63333333333333","39.8","49.3","0.0","77.43333333333334","3.2333333333333334","0.38333333333333336","7.053333333333331","40.76","-122.03999999999998"
"2017-12","Sacramento County","59.96774193548387","45.0","53.64516129032258","0.0","53.38709677419355","3.5483870967741935","0.0032258064516129032","7.9193548387096735","38.45000000000002","-121.34000000000006"
"2017-12","Santa Barbara County","70.54838709677419","50.903225806451616","61.516129032258064","0.0","34.935483870967744","4.032258064516129","0.0","8.41612903225806","34.539999999999985","-120.03999999999998"
"2017-12","Shasta County","59.0","35.61290322580645","47.903225806451616","0.0","52.645161290322584","3.903225806451613","0.02258064516129032","8.022580645161286","40.76","-122.03999999999998"
"2018-01","Sacramento County","59.87096774193548","47.38709677419355","54.483870967741936","0.0","77.0","3.225806451612903","0.2064516129032258","9.045161290322582","38.45000000000002","-121.34000000000006"
"2018-01","Santa Barbara County","68.2258064516129","51.096774193548384","60.74193548387097","0.0","53.806451612903224","5.193548387096774","0.10322580645161289","9.890322580645158","34.539999999999985","-120.03999999999998"
"2018-01","Shasta County","54.58064516129032","38.354838709677416","47.61290322580645","0.0","79.6774193548387","2.838709677419355","0.23225806451612904","7.861290322580648","40.76","-122.03999999999998"
"2018-02","Sacramento County","63.10714285714285","44.642857142857146","55.82142857142857","0.0","57.82142857142857","4.357142857142857","0.02142857142857143","10.296428571428573","38.45000000000002","-121.34000000000005"
"2018-02","Santa Barbara County","65.75","46.535714285714285","57.785714285714285","0.0","49.464285714285715","5.357142857142857","0.0035714285714285718","10.910714285714286","34.539999999999985","-120.03999999999998"
"2018-02","Shasta County","58.17857142857143","33.357142857142854","47.785714285714285","0.0964285714285714","54.92857142857143","4.428571428571429","0.042857142857142864","10.217857142857143","40.76","-122.03999999999998"
"2018-03","Sacramento County","62.774193548387096","46.64516129032258","56.61290322580645","0.0","72.41935483870968","4.870967741935484","0.3096774193548387","10.061290322580648","38.45000000000002","-121.34000000000006"
"2018-03","Santa Barbara County","62.516129032258064","46.193548387096776","56.38709677419355","0.0","69.64516129032258","5.483870967741935","0.2903225806451613","9.812903225806451","34.539999999999985","-120.03999999999998"
"2018-03","Shasta County","55.03225806451613","34.38709677419355","47.67741935483871","0.1516129032258064","77.06451612903226","4.129032258064516","0.3741935483870968","9.209677419354838","40.76","-122.03999999999998"
"2018-04","Sacramento County","69.76666666666667","51.13333333333333","63.2","0.0","64.93333333333334","4.366666666666666","0.06333333333333334","10.713333333333331","38.45000000000002","-121.34000000000006"
"2018-04","Santa Barbara County","70.73333333333333","49.333333333333336","63.16666666666666","0.0","61.166666666666664","6.333333333333333","0.0033333333333333335","11.42666666666667","34.539999999999985","-120.03999999999998"
"2018-04","Shasta County","64.76666666666667","41.4","56.86666666666667","0.0","66.03333333333333","3.6","0.14","10.936666666666667","40.76","-122.03999999999998"
"2018-05","Sacramento County","78.64516129032258","55.87096774193548","70.61290322580645","0.0","58.645161290322584","5.193548387096774","0.02903225806451613","13.409677419354836","38.45000000000002","-121.34000000000006"
"2018-05","Santa Barbara County","71.83870967741936","50.16129032258065","64.74193548387096","0.0","67.64516129032258","5.741935483870968","0.0032258064516129032","12.94838709677419","34.539999999999985","-120.03999999999998"
"2018-05","Shasta County","77.87096774193549","50.87096774193548","70.41935483870968","0.0","56.903225806451616","3.6774193548387095","0.06451612903225806","13.78064516129032","40.76","-122.03999999999998"
"2018-06","Sacramento County","92.06666666666666","63.766666666666666","82.43333333333334","0.0","42.233333333333334","4.933333333333334","0.0","14.5","38.45000000000002","-121.34000000000006"
"2018-06","Santa Barbara County","79.53333333333333","55.8","72.43333333333334","0.0","56.2","4.9","0.0","14.463333333333331","34.539999999999985","-120.03999999999998"
